시도교육청, 지역교육청, 지역, 정보공시 학교코드, 학교명, 학교급코드, 설립구분, 학교특성, 분교여부, 설립유형, 주야구분, 개교기념일, 설립일, 법정동코드, 주소내역, 상세주소내역, 우편번호, 학교도로명우편번호, 학교도로명주소, 학교도로명상세주소, 위도, 경도, 전화번호, 팩스번호, 홈페이지주소, 남녀공학구분	
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001005,동명초등학교,02,공립,,N,단설,주간,	19800301,	19800301,	2647010200,	부산광역시 연제구 연산동 ,"	동명초등학교",	611825,	47589,	부산광역시 연제구 쌍미천로44번길 17,"	(연산동, 동명초등학교)",	35.1781717417786,	129.090859390988,"	051-863-2965","	051-863-2966","	www.dongmyung.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001006,동성초등학교,02,사립,,N,단설,주간,	19621011,	19621011,	2623010200,	부산광역시 부산진구 전포동 ,"	동성초등학교",	614868,	47310,	부산광역시 부산진구 동성로 26,"	(전포동,동성초등학교)",	35.1526862629003,	129.069500010686,"	051-803-8987","	051-802-7986","	www.ds.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001007,동원초등학교,02,공립,,N,단설,주간,	19850301,	19850301,	2623010900,	부산광역시 부산진구 당감동,"	동원초등학교",	614823,	47154,	부산광역시 부산진구 백양산로 43,"	(당감동, 동원초등학교)",	35.1732013229974,	129.031119747627,"	051-890-0200","	051-896-6764","	http://www.pdw.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001008,동평초등학교,02,공립,,N,단설,주간,	19760301,	19760301,	2623010900,	부산광역시 부산진구 당감동,"	705-1",	614100,	47146,	부산광역시 부산진구 당감서로65번길 31,"	, (당감동,동평초등학교) (당감동)",	35.1677097482356,	129.035298273988,"	051-718-0100","	051-718-0110","	http://dongpyeong.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001010,부산진초등학교,02,공립,,N,단설,주간,	19070907,	19070907,	2623010400,	부산광역시 부산진구 범천동,"	부산진초등학교",	614022,	47280,	부산광역시 부산진구 범천로 30,"	(범천동, 부산진초등학교)",	35.1499919148106,	129.056265400233,"	051-801-2800","	051-801-2888","	http://pusanjin.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001011,부암초등학교,02,공립,,N,단설,주간,	19720103,	19720103,	2623010800,	부산광역시 부산진구 부암동,"	신천로 269번지",	614091,	47185,	부산광역시 부산진구 신천대로263번길 26,"	(부암동,부암초등학교)",	35.1649917096836,	129.048772484859,"	051-816-2675","	051-806-2587","	http://www.buam.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001012,부전초등학교,02,공립,,N,병설,주간,	19660413,	19660301,	2623010300,	부산광역시 부산진구 부전동,"	부전초등학교",	614032,	47282,	부산광역시 부산진구 부전로65번길 25,"	, 부전초등학교 (부전동)",	35.1549513549082,	129.053111602195,"	051-811-7800","	051-811-7879","	http://www.pspujun.es.kr/",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001013,선암초등학교,02,공립,,N,단설,주간,	19621101,	19621101,	2623010400,	부산광역시 부산진구 범천동,"	선암초등학교",	614831,	47347,	부산광역시 부산진구 엄광로 412,"	(범천동, 선암초등학교)",	35.1493673638627,	129.048876559847,"	051-646-7955","	051-636-7955","	http://sunam.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001014,성북초등학교,02,공립,,N,단설,주간,	19450401,	19450401,	2623010200,	부산광역시 부산진구 전포동,"	성북초등학교",	614868,	47306,	부산광역시 부산진구 황령대로 79,"	(전포동, 성북초등학교)",	35.151114,	129.067774,"	051-802-0872","	051-805-7536","	http://www.seongbuk.es.kr/",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001015,성서초등학교,02,공립,,N,단설,주간,	19600913,	19600913,	2623010400,	부산광역시 부산진구 범천동,"	성서초등학교",	614828,	47355,	부산광역시 부산진구 중앙번영로 25,"	(범천동)",	35.1452327129061913,	129.06191319999994,"	051-631-0481","	051-647-3399","	http://www.sungso.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001016,성전초등학교,02,공립,,N,단설,주간,	19710301,	19710301,	2623010200,	부산광역시 부산진구 전포동,"	성전초등학교",	614862,	47236,	부산광역시 부산진구 전포대로298번길 15,"	(전포동, 성전초등학교)",	35.1639899244373,	129.066362596881,"	051-7195-700","	051-7195-799","	http://www.sungjeun.es.kr/",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001017,성지초등학교,02,공립,,N,단설,주간,	19240407,	19240407,	2623010500,	부산광역시 부산진구 범전동,"	성지초등학교",	614825,	47205,	부산광역시 부산진구 시민공원로 62,"	(범전동, 성지초등학교)",	35.1646689286602,	129.056968523345,"	051-816-0242","	051-816-0246","	http://www.sungji.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001018,양동초등학교,02,공립,,N,단설,주간,	19770915,	19751120,	2623010100,	부산광역시 부산진구 양정동,"	양동초등학교(양연로 101)",	614851,	47227,	부산광역시 부산진구 황령산로605번길 35-10,"	(양정동, 양동초등학교)",	35.1715208957258,	129.081044374684,"	051-863-1656","	051-863-1660","	http://www.yangdong.es.kr/",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001019,양성초등학교,02,공립,,N,단설,주간,	19840301,	19840301,	2623010100,	부산광역시 부산진구 양정동,"	445-386번지 양성초등학교",	614857,	47208,	부산광역시 부산진구 양성로 34,"	(양정동,양성초등학교)",	35.1,	129.0,"	051-868-7414","	051-868-7413","	http://yangsung.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001020,양정초등학교,02,공립,,N,단설,주간,	19550401,	19550401,	2623010100,	부산광역시 부산진구 양정동,"	양정초등학교",	614854,	47210,	부산광역시 부산진구 중앙대로941번길 24,"	(양정동, 양정초등학교)",	35.1749360165618,	129.07044150124,"	051-852-0903","	051-852-2893","	www.yj.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001021,연동초등학교,02,공립,,N,단설,주간,	19781220,	19781220,	2647010200,	부산광역시 연제구 연산동,"	연동초등학교",	611081,	47579,	부산광역시 연제구 고분로56번길 40,"	(연산동)",	35.184635910581,	129.088289655274,"	051-853-7172","	051-867-4698","	http://yondong.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001022,연미초등학교,02,공립,,N,단설,주간,	19720916,	19720916,	2647010200,	부산광역시 연제구 연산동,"	금련로140 연미초등학교",	611083,	47613,	부산광역시 연제구 금련로38번길 84,"	(연산동, 연미초등학교)",	35.1707065655395,	129.092112452998,"	051-860-8300","	051-860-8309","	http://www.yeunmi.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001023,연산초등학교,02,공립,,N,단설,주간,	19620309,	19620309,	2647010200,	부산광역시 연제구 연산동,"	774-1",	611827,	47602,	부산광역시 연제구 월드컵대로 41,"	(연산동, 연산초등학교)",	35.1782625861897,	129.084127019869,"	051-850-1901","	051-867-8503","	http://www.yonsan.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001024,연서초등학교,02,공립,,N,단설,주간,	19850425,	19850425,	2647010200,	부산광역시 연제구 연산동,"	583-3",	611821,	47518,	부산광역시 연제구 거제천로270번길 30,"	(연산동, 연서초등학교)",	35.190951441873,	129.086602712896,"	051-7905-400","	051-864-5464","	",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001025,연신초등학교,02,공립,,N,단설,주간,	19840130,	19840130,	2647010200,	부산광역시 연제구 연산동 ,"	302-1번지 연신초등학교",	611811,	47560,	부산광역시 연제구 신금로23번길 30,"	(연산동, 연신초등학교)",	35.1924819682193,	129.09315817967,"	051-790-6700","	051-790-6767","	www.yonsin.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001026,연일초등학교,02,공립,,N,단설,주간,	19830127,	19830127,	2647010200,	부산광역시 연제구 연산동 ,"	고분로 226 연일초등학교",	611088,	47583,	부산광역시 연제구 고분로 126-4,"	(연산동,연일초등학교)",	35.1843210406819,	129.0954558505,"	051-790-0600","	051-790-0603","	http://www.yonil.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001027,연제초등학교,02,공립,,N,단설,주간,	19670809,	19670809,	2647010200,	부산광역시 연제구 연산동,"	연제초등학교",	611839,	47541,	부산광역시 연제구 중앙대로1065번길 14,"	(연산동, 연제초등학교)",	35.1840545620869,	129.077873441254,"	051-867-8211","	051-853-2339","	http://www.yeonje.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001028,연지초등학교,02,공립,,N,단설,주간,	19620301,	19620301,	2623010600,	부산광역시 부산진구 연지동,"	238-4 (연지로 47) 연지초등학교",	614861,	47131,	부산광역시 부산진구 연지로 29,"	, 연지초등학교 (연지동)",	351019.8,	1290308.0,"	051-816-0541","	051-816-0540","	http://yeonji.es.kr/",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001029,연천초등학교,02,공립,,N,단설,주간,	19770810,	19770810,	2647010200,	부산광역시 연제구 연산동,"	연천초등학교",	611816,	47557,	부산광역시 연제구 과정로225번길 46,"	(연산동, 연천 초등학교)",	35.1862198949414,	129.100492455968,"	051-850-1700","	051-850-1795","	http://yonchon.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001030,연학초등학교,02,공립,,N,단설,주간,	19830301,	19830301,	2623010700,	부산광역시 부산진구 초읍동,"	117-1번지",	614871,	47106,	부산광역시 부산진구 초읍천로 43번길,"	, 10 (초읍동)",	35.1766083815939,	129.046280616724,"	051-7182-817","	051-7182-809","	www.yeonhak.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001031,전포초등학교,02,공립,,N,단설,주간,	19560401,	19560401,	2623010200,	부산광역시 부산진구 전포동,"	전포초등학교",	614865,	47243,	부산광역시 부산진구 전포대로255번길 38,"	(전포동, 전포초등학교)",	35.1594564693564,	129.063333402823,"	051-809-7862","	051-808-4574","	http://jeonpo.es.kr/",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001032,주례초등학교,02,공립,,N,단설,주간,	19750301,	19750301,	2623011100,	부산광역시 부산진구 개금동,"	주례초등학교",	614815,	47393,	부산광역시 부산진구 진사로61번길 28-7,"	(개금동, 주례초등학교)",	35.1457954311815,	129.019453672893,"	051-890-5500","	051-895-3004","	http://www.jure.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001033,주원초등학교,02,공립,,N,단설,주간,	19840131,	19840131,	2623011100,	부산광역시 부산진구 개금동,"	주원초등학교",	614815,	47388,	부산광역시 부산진구 복지로 71,"	, (개금동,주원초등학교) (개금동)",	35.1472579998845,	129.020806421901,"	051-894-4154","	051-896-8350","	http://juwon.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001034,창신초등학교,02,공립,,N,병설,주간,	19640601,	19640601,	2647010100,	부산광역시 연제구 거제동,"	창신초등학교",	611072,	47501,	부산광역시 연제구 종합운동장로12번길 15,"	(거제동, 창신초등학교)",	35.1928140373655,	129.065854199394,"	051-506-0393","	051-506-0392","	http://www.changshin.es.kr",남녀공학
부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,S020001035,초읍초등학교,02,공립,,N,단설,주간,	19740301,	19740301,	2623010700,	부산광역시 부산진구 초읍동,"	초읍초등학교",	614874,	47112,	부산광역시 부산진구 성지로104번가길 26,"	, 초읍초등학교  (초읍동)",	35.180714,	129.054076,"	051-797-9400","	051-797-9499","	www.choup.es.kr",남녀공학
부산광역시교육청,부산광역시동래교육지원청,부산광역시 연제구,S020001036,토현초등학교,02,공립,,N,단설,주간,	19861020,	19861020,	2647010200,	부산광역시 연제구 연산동,"	토현초등학교",	611819,	47572,	부산광역시 연제구 토현로 48,"	(연산동, 토현초등학교)",	35.181951,	129.112213,"	051-759-1216","	051-759-6225","	http://www.tohyeon.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001235,가락초등학교,02,공립,,N,단설,주간,	19231011,	19231011,	2644010500,	부산광역시 강서구 죽림동,"	가락초등학교",	618330,	46708,	부산광역시 강서구 호계로 41,"	(죽림동,가락초등학교)",	351146.2,	1285344.4,"	051-972-8055","	051-972-1375","	www.garak.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001237,감전초등학교,02,공립,,N,단설,주간,	19750301,	19750301,	2653010500,	부산광역시 사상구 감전동,"	감전초등학교",	617800,	46984,	부산광역시 사상구 괘감로 132,"	(감전동,감전초등학교/북부교육청)",	35.1557455090299,	128.988668327671,"	051-310-8300","	051-327-8543","	http://gamjeon.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001238,괘법초등학교,02,공립,,N,단설,주간,	19820325,	19820325,	2653010400,	부산광역시 사상구 괘법동,"	괘법초등학교",	617807,	46974,	부산광역시 사상구 사상로161번길 8,"	(괘법동, 괘법초등학교)",	35.1601831693281,	128.985795966056,"	051-315-4345","	051-315-4348","	gwaebeop.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001239,구남초등학교,02,공립,,N,단설,주간,	19850126,	19850126,	2632010500,	부산광역시 북구 구포동,"	1076-1번지",	616092,	46647,	부산광역시 북구 구남로14번가길 23,"	(구포동,구남초등학교)",	35.200492,	128.993570,"	051-336-6602","	051-337-6369","	http://kunam.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001240,구포초등학교,02,공립,,N,단설,주간,	19071015,	19071015,	2632010500,	부산광역시 북구 구포동 ,"	구포초등학교",	616804,	46628,	부산광역시 북구 백양대로1124번길 20,"	(구포동, 구포초등학교)",	35.2027218941385,	129.000695878085,"	051-330-5900","	051-330-5999","	http://gupo.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001241,구학초등학교,02,공립,,N,단설,주간,	19920301,	19920301,	2653010700,	부산광역시 사상구 학장동,"	구학초등학교",	617842,	47053,	부산광역시 사상구 학감대로 49,"	(학장동)",	35.1377610169065,	128.992215181564,"	051-313-3892","	051-322-4132","	http://www.guhag.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001242,금곡초등학교,02,공립,,N,단설,주간,	19941111,	19941111,	2632010100,	부산광역시 북구 금곡동,"	99-1 금곡초등학교",	616811,	46512,	부산광역시 북구 효열로 174,"	, 금곡초등학교 (금곡동)",	35.2618153837197,	129.017046435806,"	051-330-5500","	051-361-0036","	http://www.geumgok.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001243,금창초등학교,02,공립,,N,단설,주간,	19941111,	19941111,	2632010100,	부산광역시 북구 금곡동,"	56-2",	616810,	46505,	부산광역시 북구 효열로235번길 14,"	(금곡동, 금창초등학교)",	35.2656921915309,	129.019744430668,"	051-362-2180","	051-362-2183","	http://www.geumchang.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001244,녹명초등학교,02,공립,,N,단설,주간,	19460930,	19460930,	2644011100,	부산광역시 강서구 녹산동,"	녹명초등학교",	618210,	46728,	부산광역시 강서구 낙동남로 617,"	(녹산동, 녹명초등학교)",	35.1148956694358,	128.886391832675,"	051-971-6568","	051-972-1353","	http://nokmng.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001246,대사초등학교,02,공립,,N,단설,주간,	19460601,	19460601,	2644010300,	부산광역시 강서구 강동동,"	대사초등학교",	618800,	46705,	부산광역시 강서구 낙동북로 73,"	, 대사초등학교 (강동동)",	35.2,	128.9,"	051-970-0300","	051-972-9589","	http://psdaesa.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001247,대상초등학교,02,공립,,N,단설,주간,	19451101,	19451101,	2644010100,	부산광역시 강서구 대저1동 ,"	대상초등학교",	618803,	46702,	부산광역시 강서구 대저로 249,"	(대저1동)",	35.2141208423138,	128.980252716214,"	051-971-6311","	051-971-6313","	http://daesang.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001250,대저초등학교,02,공립,,N,단설,주간,	19220516,	19220321,	2644010100,	부산광역시 강서구 대저1동 ,"	1605번지",	618806,	46700,	부산광역시 강서구 대저로29번길 27,"	, 대저초등학교 (대저1동, 대저초등학교)",	35.216101678771,	128.955307883627,"	051-971-1446","	051-971-9425","	http://daejeo.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001251,대천리초등학교,02,공립,,N,단설,주간,	19960301,	19960301,	2632010200,	부산광역시 북구 화명동,"	대천리초등학교",	616834,	46528,	부산광역시 북구 산성로 87-10,"	, 대천리초등학교 (화명동)",	35.242045,	129.022821,"	051-366-2700","	051-362-6624","	www.daechunlee.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001253,덕두초등학교,02,공립,,N,단설,주간,	19480325,	19480325,	2644010200,	부산광역시 강서구 대저2동 ,"	2489-1",	618807,	46720,	부산광역시 강서구 공항로791번길 68,"	(대저2동,덕두초등학교)",	35.1756477805946,	128.955870586159,"	051-711-5120","	051-971-8761","	http://www.deokdu.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001254,덕상초등학교,02,공립,,N,단설,주간,	19930301,	19930301,	2653010300,	부산광역시 사상구 덕포동,"	775-1 덕상초등학교",	617810,	46941,	부산광역시 사상구 덕상로 32,"	(덕포동, 덕상초등학교)",	35.175001,	128.990525,"	051-304-1497","	051-305-4117","	deoksang.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001255,덕성초등학교,02,공립,,N,단설,주간,	19830607,	19830127,	2632010400,	부산광역시 북구 덕천동,"	(덕성새싹1길 43호)",	616814,	46546,	부산광역시 북구 만덕대로39번길 45,"	, 덕성초등학교 (덕천동)",	35.2,	129,"	051-330-3600","	051-342-9855","	http://dsedu.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001256,덕양초등학교,02,공립,,N,단설,주간,	20000301,	20000301,	2632010300,	부산광역시 북구 만덕동,"	덕양초등학교",	616113,	46591,	부산광역시 북구 함박봉로 42,"	(만덕동, 덕양초등학교)",	35.2093033368593,	129.023072260187,"	051-338-8364","	051-338-8361","	http://deokyang.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001257,덕천초등학교,02,공립,,N,단설,주간,	19791231,	19791231,	2632010500,	부산광역시 북구 구포동,"	127-1번지 덕천초등학교",	616100,	46579,	부산광역시 북구 덕천2길 10,"	(구포동, 덕천초등학교)",	35.2084322128882,	129.006760792192,"	051-331-9194","	051-331-9193","	www.dugchun.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001258,덕포초등학교,02,공립,,N,단설,주간,	19830122,	19830122,	2653010300,	부산광역시 사상구 덕포동,"	덕포초등학교",	617811,	46945,	부산광역시 사상구 삼덕로 83,"	(덕포동, 덕포초등학교)",	35.1739312702698,	128.986029368048,"	051-3200-400","	051-303-8514","	http://www.deokpo.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001259,동궁초등학교,02,공립,,N,단설,주간,	19990901,	19990901,	2653010800,	부산광역시 사상구 엄궁동,"	동궁초등학교",	617830,	47046,	부산광역시 사상구 엄궁로 70-7,"	(엄궁동, 동궁초등학교)",	35.1,	128.9,"	051-315-8275","	051-315-8279","	www.donggung.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001260,동주초등학교,02,공립,,N,단설,주간,	19791231,	19791231,	2653010600,	부산광역시 사상구 주례동,"	동주초등학교",	617834,	47014,	부산광역시 사상구 가야대로306번길 72,"	(주례동, 동주초등학교)",	35.1471331110712,	129.005548283342,"	051-790-3700","	051-790-3770","	http://dongju.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001261,만덕초등학교,02,공립,,N,단설,주간,	19760302,	19760302,	2632010300,	부산광역시 북구 만덕동,"	만덕초등학교",	616111,	46558,	부산광역시 북구 만덕1로 72,"	(만덕동, 만덕초등학교)",	35.2150426125416,	129.028845664131,"	051-320-7600","	051-320-7699","	http://manduk.or.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001262,명덕초등학교,02,공립,,N,병설,주간,	19811229,	19811229,	2632010200,	부산광역시 북구 화명동,"	명덕초등학교",	616835,	46538,	부산광역시 북구 금곡대로186번길 43,"	(화명동, 명덕초등학교)",	35.2254596795796,	129.011810207673,"	051-330-6800","	051-332-0142","	http://myd.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001263,명지초등학교,02,공립,,N,단설,주간,	19230417,	19230417,	2644010400,	부산광역시 강서구 명지동 ,"	명지초등학교",	618200,	46726,	부산광역시 강서구 명지국제6로 296,"	, 명지초등학교 (명지동)",	35.102245,	128.924420,"	051-220-1700","	051-271-0631","	www.myungji.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001264,모덕초등학교,02,공립,,N,단설,주간,	19890301,	19890301,	2653010200,	부산광역시 사상구 모라동,"	1364-1번지",	617818,	46931,	부산광역시 사상구 덕상로 120,"	(모라동)",	35.183995,	128.991803,"	051-320-0800","	051-328-5697","	www.modeok.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001265,모동초등학교,02,공립,,N,단설,주간,	19940301,	19940301,	2653010200,	부산광역시 사상구 모라동,"	모동초등학교",	617817,	46935,	부산광역시 사상구 모라로192번길 37,"	(모라동)",	35.1852301280318,	129.001900264996,"	051-792-3700","	051-792-3777","	http://modong2.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001266,모라초등학교,02,공립,,N,단설,주간,	19540401,	19540401,	2653010200,	부산광역시 사상구 모라동,"	모라초등학교",	617819,	46918,	부산광역시 사상구 모라로64번길 46,"	(모라동, 모라초등학교)",	35.190368,	128.985684,"	051-310-7400","	051-302-8145","	",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001267,모산초등학교,02,공립,,N,단설,주간,	19920229,	19920229,	2653010200,	부산광역시 사상구 모라동 ,"	모산초등학교",	617821,	46934,	부산광역시 사상구 모라로110번길 93,"	(모라동, 모산초등학교)",	35.185715498519,	128.995207467869,"	051-329-4000","	051-312-1612","	",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001268,배영초등학교,02,공립,,N,단설,주간,	19460430,	19460430,	2644010200,	부산광역시 강서구 대저2동,"	배영초등학교",	618808,	46723,	부산광역시 강서구 공항로339번길 260,"	, 배영초등학교 (대저2동)",	35.1502024465221,	128.945324817033,"	051-971-4428","	051-971-4430","	baeyeong.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001269,백산초등학교,02,공립,,N,단설,주간,	19900301,	19900301,	2632010300,	부산광역시 북구 만덕동 ,"	백산초등학교",	616829,	46563,	부산광역시 북구 덕천로259번길 23,"	(만덕동, 백산초등학교)",	35.2116820842171,	129.03277204631,"	051-330-8900","	051-338-4503","	www.baeksan.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001270,백양초등학교,02,공립,,N,단설,주간,	19840130,	19840130,	2632010300,	부산광역시 북구 만덕동,"	백양초등학교",	616827,	46611,	부산광역시 북구 상리로18번길 12,"	(만덕동, 백양초등학교)",	35.576812,	129.320119,"	051-310-5500","	051-343-3139","	http://baekyang.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001271,사상초등학교,02,공립,,N,병설,주간,	19180401,	19180401,	2653010300,	부산광역시 사상구 덕포동,"	사상초등학교",	617813,	46954,	부산광역시 사상구 운산로 65,"	(덕포동,사상초등학교)",	35.168152,	128.983274,"	051-330-5300","	051-330-5388","	http://sasang.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001273,삼덕초등학교,02,공립,,N,단설,주간,	19791229,	19791229,	2653010100,	부산광역시 사상구 삼락동,"	삼덕초등학교",	617826,	46912,	부산광역시 사상구 삼덕로 24,"	(삼락동, 삼덕초등학교)",	35.1741853264314,	128.978216668008,"	051-303-0242","	051-303-0244","	http://www.samdok.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 사상구,S020001275,서감초등학교,02,공립,,N,단설,주간,	19840330,	19840330,	2653010500,	부산광역시 사상구 감전동,"	서감초등학교",	617802,	46980,	부산광역시 사상구 괘감로 64,"	, 서감초등학교 (감전동)",	35.1576462450496,	128.98222726099,"	051-320-5800","	051-312-7292","	http://seogam.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001279,신금초등학교,02,공립,,N,단설,주간,	19950302,	19950302,	2632010100,	부산광역시 북구 금곡동,"	1109번지",	616812,	46514,	부산광역시 북구 효열로 42,"	(금곡동, 신금초등학교)",	35.250561,	129.014995,"	051-330-6400","	051-330-6404","	www.sinkum.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001280,신천초등학교,02,공립,,N,단설,주간,	20010301,	20010301,	2632010500,	부산광역시 북구 구포동,"	신천초등학교",	616093,	46619,	부산광역시 북구 모분재로 83,"	(구포동,신천초등학교)",	35.2003622,	129.0086765,"	051-341-6470","	051-341-7307","	www.psc.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 강서구,S020001281,신호초등학교,02,공립,,N,단설,주간,	19410610,	19410610,	2644011700,	부산광역시 강서구 신호동,"	신호초등학교",	618290,	46759,	부산광역시 강서구 신호산단2로75번길 12,"	(신호동)",	35.081930,	128.878214,"	051-9746-800","	051-9746-810","	http://www.shinho.es.kr",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001282,양덕초등학교,02,공립,,N,단설,주간,	19910517,	19910517,	2632010400,	부산광역시 북구 덕천동,"	양덕초등학교",	616815,	46594,	부산광역시 북구 팽나무로 58,"	(덕천동, 양덕초등학교)",	35.2058389222441,	129.011413805507,"	051-719-8600","	051-719-8688","	http://yangduk.es.kr/",남녀공학
부산광역시교육청,부산광역시북부교육지원청,부산광역시 북구,S020001283,양천초등학교,02,공립,,N,단설,주간,	19870203,	19870203,	2632010400,	부산광역시 북구 덕천동,"	132-59",	616815,	46590,	부산광역시 북구 덕천로 132,"	(덕천동, 양천초등학교)",	35.2097904460201,	129.018077414087,"	051-797-6500","	051-797-6598","	http://busanyangchun.es.kr",남녀공학
